NAME	Neutrophils	Monocytes	MEP	CD4+ T-cells	Tregs	CD4+ Tcm	CD4+ Tem	CD8+ Tcm	CD8+ Tem	NK cells	naive B-cells	Memory B-cells	Class-switched memory B-cells	HSC	MPP	CLP	GMP	Macrophages	CD8+ T-cells	Erythrocytes	Megakaryocytes	CMP	Macrophages M1	Macrophages M2	Endothelial cells	DC	Eosinophils	Plasma cells	Chondrocytes	Fibroblasts	Smooth muscle	Epithelial cells	Melanocytes	Skeletal muscle	Keratinocytes	mv Endothelial cells	Myocytes	Adipocytes	Neurons	Pericytes	Preadipocytes	Astrocytes	Mesangial cells
MPP7	12.93	13.4	4.35	16.38	2.71	7.92	5.51	7.16	7.4	5.25	3.025	1	1	1.305	2.72	1	2.28	1.8	11.14	1.42	14.73	4.16	1.65	1.39	1.235	1	32.47	1	3.675	1	1	1.12	1	1.18	2.18	1	1.38	1	1	1	1	3.12	1.28
MPST	4.05	10.76	26.99	1	5.78	1.66	1.58	4.64	5.41	11.93	3.18	3.09	3	6.935	16	1.14	15.96	13.735	1.31	8.62	1.12	26.84	7.64	9.165	44.06	3.18	19.8	16.475	13.03	28.605	18.83	71.25	18.555	34.35	118.82	58.165	17.255	46.91	1.11	40.92	17.83	78.725	129.585
MPZL2	4.18	2.72	1	1	1	1	1	1	1	1	1	1	1	9.565	5.66	5.81	1	1	1.42	1	1	1	1	1	15.205	3.65	1.22	1	1.01	1	1	19.21	1	1	45.19	52.155	1	5.19	1	1	1	1	1.425
MPZL3	51.66	4.335	1	5.61	5.84	6.83	7.75	6	9.47	1.83	1	1	1	4.715	4.535	1.59	1	4.15	5.94	1.25	7.69	1.94	2.97	6.9	3.525	4.52	43.29	1	1.725	1	1	7.625	1	1	6.77	3.27	1	1	1.96	1	1	3.25	1.38
MR1	6.7	13.535	12.3	8.29	7.94	5.42	4.61	5.79	6.51	8.15	4.705	4.06	2.79	9.465	13.91	4.66	5.81	45.925	4.53	8.19	23.99	15.12	26.89	44.925	1	25.5	10.16	5.035	11.875	8.485	7.99	5.88	4.47	1	11.055	2.145	7.435	4.01	1.255	2.175	3.775	2.21	1.52
MRAP	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9.06	1.455	1	1	1	1
MRAS	1	5.645	1.62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	73.745	1	1	1	2.68	77.38	134.85	4.69	27.19	1	1	14.39	13.13	17.535	7.135	18.62	14.43	2.41	2.295	54.615	35.71	13.42	9.255	7.395	41.44	23.755
MRC1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.01	1	1	1	75.715	1	1	1	1	3.21	460.41	3.345	64.27	1	1	1	1	1	1	1	3.37	1	9.865	1	42.01	1	1	1	1	1
MRC2	1	1	1	1	1.01	1.12	1	1	1	1	1	1	1	1	1.41	1	1	6.085	4.17	1	1	5.85	2.94	4.055	10.085	2.82	1	1	85.925	117.945	129.09	23.475	1.605	1.92	59.225	5.765	103.06	6.19	1	86.705	45.805	410.845	135.93
MREG	1	1	1.27	2.66	2.73	1.21	2.52	3.45	3.98	1.4	1.56	1.78	1.93	2.28	2.745	7.91	2.11	51.205	3.82	3.33	1.2	1	198.31	163.4	1.47	142.23	1	2.025	1.89	1	1	5.52	12.71	1	15.725	1.88	1	1.22	13.49	1.015	1	1	1
MRGPRF	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5.03	11.93	1	1	1	1	11.73	15.24	10.73	1	1	1.52	1	1	2.115	3.46	1	11.29	10.535	7.14	2.41
MRI1	1	3.665	3.65	20.31	12.98	14.27	11.96	11.91	18.03	9.38	10.49	12.03	9.54	1.25	6.015	5.63	5.29	7.58	15.78	2.6	1.98	10.2	5.72	6.97	14.515	6.36	24.7	14.525	7.37	11.435	9.855	15.64	11.27	6.13	21.02	16.475	11.595	9.51	1	13.515	12.545	60.085	25.61
MRPL1	1	4.225	43.465	16.91	14.3	12.16	14.26	15.81	13.95	14.61	11.97	9.86	12.2	50.69	21.26	47.85	26.3	11.09	19.75	86.23	18.03	10.6	21.93	15.47	15.23	6.6	1	4.01	12.245	8.78	8.895	16.15	10.2	8.17	17.48	14.975	8.67	4.98	82.93	7.96	11.185	31.09	7.545
MRPL10	2.37	10.21	100.64	11.05	12.27	11.2	12.27	22.48	29.63	31.29	6.105	6.12	3.6	74.295	70.87	118.02	118.89	11.22	12.09	34.42	39.16	12.26	11.62	14.415	10.055	10.9	3.92	8.385	11.11	13.095	7.235	14.715	10.045	11.03	23.955	12.975	14.835	9.03	15.255	13.71	12.955	19.855	37.865
MRPL11	1	12.945	119.365	14.1	15.32	13.91	14.73	17.21	14.76	14.45	11.68	13.73	10.64	63.695	44.22	67.04	87	25.775	16.27	56.32	15.12	15.74	25.02	19.14	17.65	8.39	2.56	6.505	13.925	16.585	12.29	22.62	10.815	11.27	47.875	29.92	14.81	9.59	10.565	11.685	12.985	40.885	31.605
MRPL13	1	8.69	83.835	10.09	12.06	10.53	8.62	10.73	12.63	12.2	6.91	6.88	7.67	72.81	64.14	76.45	45.85	37.515	13.23	133.66	84.18	16.66	37.86	36.625	18.335	18.85	3.85	6.44	18.505	15.885	13.515	27.87	15.985	7.84	47.265	20.92	16.37	6.93	198.275	10.645	17.835	26.615	19.965
MRPL14	1	11.375	61.74	9.45	9.26	11.53	12.71	18.38	14.42	13.29	8.065	10.77	7.36	25.765	19.385	33.66	37.84	23.11	15.37	107.38	44.27	10.49	39.63	34.62	24.695	26.38	2.55	8.41	18.055	16.89	14.73	34.51	14.82	26.22	66.775	26.56	23.04	8.74	74.34	10.94	14.275	31.89	46.405
MRPL16	1.3	13.775	137.225	16.15	12.15	12.35	10.87	14.18	15.12	14.25	10.01	13.69	7.02	159.705	132.91	89.59	91.95	22.405	10.99	64.71	27.66	18.07	25.56	21.795	17.02	14.14	4.38	17.57	13.075	15.515	13.785	17.615	20.26	8.91	45.525	19.895	14.16	10.38	33.33	9.42	13.325	19.36	24.965
MRPL18	2.51	11.915	77.915	14.05	15.13	13.3	11	13.64	13.63	14.28	7.075	12.28	9.95	33.67	24.53	46.48	41.77	35.75	11.63	248.89	157.66	30.46	41.7	37.195	26.585	21.04	9.79	13.695	24.12	30.67	24.75	42	24.94	16.72	72.295	41.62	30.165	14.22	94.48	21.04	26.59	57.085	39.71
MRPL22	2.18	13.22	108.485	11.86	13.5	13.18	12.07	14.39	17.58	13.83	7.395	8.61	5.57	107.685	102.435	150.35	113.42	22.41	14.84	238.95	111.12	12.89	28.47	22.15	20.2	10.16	3.18	9.895	10.565	9.19	10.965	18.9	11.52	7.96	38.075	26.465	11.55	6.38	119.395	7.74	8.025	4.145	22.985
MRPL23	2.8	28.525	17.63	22.17	32.86	27.27	26.12	30.92	27.64	23.58	20.59	29.97	19.67	10.93	11	1.57	27.97	57.605	22.89	2.39	3.96	34.75	55.86	51.775	31.605	18.66	19.29	25.785	36.605	28.55	55.22	58.6	50.075	34.49	126.92	52.425	28.15	30.13	4.77	28.96	37.22	1.19	124.945
MRPL24	1	8.505	99.65	17.98	15.55	13.43	14.85	18.18	16.86	13.19	9.955	13.81	11.66	52.575	14.09	79.29	79.64	24.365	18.57	94.02	54.79	17.05	30.89	24.19	15.645	11.62	2.96	18.975	11.05	23.16	18.955	19.82	11.995	21.48	45.935	30.585	29.045	15.29	30.81	9.545	14.435	41.34	31.225
MRPL27	1.17	12.85	46.99	11.59	12.41	10.5	7.82	9.72	13.75	14.48	10.305	11.79	9.85	12.07	15.87	8.62	9.45	36.01	5.61	193.14	91.15	28.69	39.29	26.565	22.37	21.42	9.46	10.465	21.335	24.835	22.235	31.965	24.455	29.03	62.485	34.575	19.585	14.97	183.07	20.77	16.63	50.89	55.475
MRPL32	1.11	12.38	94.545	45.47	14.77	21.14	15.82	12.11	21.89	15.57	18.49	12.43	13.63	98.02	56.735	142.38	107.64	23.025	34.84	104.88	108.07	20.32	38.07	35.6	28.205	32.66	5.14	11.595	20.32	19.325	18.925	26.62	17.165	12.65	38.055	30.35	21.015	15.66	68.685	13.45	18.625	29.46	26.55
MRPL36	1.56	7.88	92.31	12.68	12.72	10.77	11.98	12.69	13.89	14.83	7.59	7.03	8.05	53.98	26.025	67.86	75.89	18.97	20.74	119.99	86.89	15.02	34.88	38.83	19.02	11.79	2.99	16.37	10.14	15.035	17.02	19.915	20.945	18.94	34.305	18.365	21.935	11.99	106.58	17.425	18.975	25.845	40.88
MRPL38	1	12.24	145.43	41.44	29.51	26.85	22.68	26.08	31.5	20.89	19.43	26.89	19.83	48.55	24.255	35.2	91.73	20.98	23.65	26.79	10.4	31.03	21.75	19.725	14.13	14.47	21.17	34.015	8.285	11.35	9.315	14.55	16.45	11.15	18.455	13.785	10.39	10.14	16.48	12.89	16.685	41.795	25.94
MRPL39	1	4.515	45.97	8.5	9.36	7.86	7.65	9.89	10.63	7.5	7.495	8.5	6.81	40.005	16.53	15.05	38.25	15.875	7.37	151.65	46.58	10.47	26.54	22.55	14.765	8.72	1.48	5.49	9.8	10.16	9.44	14.91	17.705	9.02	38.02	16.66	9.535	4.99	69.48	8.665	16.8	16.805	12.035
MRPL41	1	5.69	12.765	7.03	16.73	12.51	9.43	9.54	10.12	10.52	5.235	8.49	6.03	2.41	2.21	1.32	3.05	15.905	7.2	9.63	3.46	8.14	21.39	11.825	15.265	18.03	8.89	10.295	7.89	23.425	17.415	26.69	20.23	31.16	61.06	38.8	24.82	17.52	19.175	10.465	13.44	35.735	46.025
MRPL42	2.37	11.535	131.635	27.17	14.13	13.62	12.07	10.06	13.32	11.81	9.905	8.53	11	91.155	69.37	124.64	70.68	22.255	15.65	200.3	114.65	14.69	24.26	28.385	28.475	24.18	6.66	8.515	21.65	21.92	22.09	37.695	14.945	7.41	34.345	32.83	18.505	9.82	89.135	17.29	9.73	35.01	24.555
MRPL45	1	8.015	92.495	8.65	6.28	6.64	5.94	5.5	4.25	5.23	5.58	5.89	3.86	80.98	128.475	109.74	91.04	11.79	8.65	99.52	57.53	13.67	13.35	10.11	15.585	6.86	1	5.45	13.64	13.15	10.37	15.335	10.41	13.13	21.505	15.035	10.755	7.72	30.51	12.73	12.015	15.275	18.635
MRPL46	1	2.7	31.485	11.54	6.2	6.99	5.92	6.99	8.83	7.49	4.675	6.14	6.06	9.59	7.325	9.36	8.49	9.755	3.27	84.52	23.87	12.08	16.44	13.3	6.7	50.02	2.1	4.535	4.505	6.21	3.615	8.37	5.83	8.74	12.87	7.135	6.53	7.39	30.025	3.98	4.475	7.15	11.195
MRPL47	3.25	12.18	92.67	12.85	12.67	10.34	9.69	10.75	11.47	12.56	6.13	6.73	6.93	57.605	54.65	109.18	81.43	24.43	13.79	216.12	69.38	15.59	32.28	23.895	13.97	14.72	3.23	5.65	14.66	10.87	11.375	15.97	12.385	8.27	24.06	11.41	16.63	6.36	119.575	10.305	11.49	8.545	15.19
MRPL48	1	10.21	115.43	19.36	13.13	13.81	14.1	14.23	14.12	14.81	11.01	13.46	8.25	96.81	67.265	112.03	102.44	15.285	21.91	118.89	23.87	17.44	14.89	21.87	11.765	4.61	2.88	10.585	7.305	9.355	8.375	13.35	6.515	4.28	34.95	11.49	7.81	2.86	83.415	6.77	5.385	8.435	14.055
MRPL51	6.64	23.46	238.89	23.19	22.26	18.59	18.26	29.28	28.96	28.1	10.795	16.15	13.09	151.935	85.93	144.41	136.56	70.735	33.81	582.24	214.01	88.39	83.7	98.01	47.405	60.85	21.82	36.895	30.945	35.715	47.985	38.475	30.91	27.4	76.785	51.265	44.85	17.94	258.7	23.445	25.52	53.9	30.4
MRPL55	9.59	22.645	218.285	27.66	28.07	31.13	27.55	28.03	31.81	28.4	26.615	22.87	17.73	78.04	62.505	113.09	133.79	23.66	37.91	40.11	22.44	18.48	23.47	20.47	19.665	14.71	24.71	34.02	9.575	25.355	21.34	28.1	17.19	18.76	47.42	35.99	22.53	13.86	112.45	14.355	13.425	36.97	64.055
MRPS17	1	2.935	34.855	4.91	3.67	3.64	3.04	3.34	4.43	4.25	2.14	3.58	1.95	11.92	14.2	29.29	22.56	7.43	2.56	76.38	12.25	5.1	8.41	5.835	7.375	2.3	1.45	3.105	3.815	4.865	4.99	7.31	4.405	4.62	7.805	6.885	4.925	1.96	48	3.195	4.465	8.43	4.52
MRPS18A	2.53	12.1	108.445	12.73	12.36	11.42	9.18	10.8	12.91	12.89	9.465	14.16	11.72	56.205	42.03	54.63	54.97	19.575	6.16	158.54	88.83	18.04	17.48	17.85	17.74	14.73	4.07	11.225	9.735	13.35	13.395	25.445	17.565	45.65	33.44	16.725	13.765	8.43	53.715	15.72	11.05	14.805	30.895
MRPS23	1	8.06	50.31	12.05	12.68	10	10.19	10.94	12.59	12.68	7.655	10.2	9.45	21.06	22.125	100.05	24.05	26.585	6.53	116.78	50.04	19.36	35.87	33.075	10.97	13.81	6.85	8.96	7.22	6.96	10.5	11.97	7.1	7.06	15.115	15.775	10.035	3.19	63.325	9.23	4.99	11.19	12.195
MRPS24	1	26.21	248.005	31.88	29.73	24.69	22.14	22.34	21.98	17.16	17.355	22.5	16.72	99.3	85.445	87.61	116.88	25.18	28.12	87.37	22.63	29.64	41.33	36.655	27.895	12.81	5.34	63.09	29.15	43.56	33.16	48.455	25.76	60.18	109.555	48.935	31.72	20.9	192.85	43.19	28.815	39.45	82.915
MRPS25	1	11.165	82.94	29.75	6.35	8.54	4.38	5.03	10.39	7.82	16.235	13.46	11.26	27.79	30.755	51.62	76.47	29.725	22.37	92.63	17.54	16.59	41.86	32.765	9.79	10.06	5.37	8.395	4.055	6.245	6.5	10.51	5.94	16.24	31.83	9.4	7.745	5.17	63.675	4.525	5.49	34.97	20.795
MRPS31	2.14	3.915	33.9	17.48	11.97	8.65	8.1	12.41	12.23	9.96	7.905	7.54	6.28	23.275	21.95	25.45	11.44	10.825	9.76	84.79	28.08	18.69	7.25	8.975	6.05	9.16	4.04	35.99	6.315	6.355	4.715	8.985	5.83	6.01	12.715	5.585	5.89	4.23	25.165	5.33	7.105	7.315	6.325
MRPS33	1	9.175	108.785	28.09	12.91	17.99	15.64	17.94	13.74	11.05	8.155	12.7	9.35	105.565	51.93	78.17	87.96	20.635	28.86	74.24	72.17	28.23	25.5	31.795	9.17	20.71	1.99	18.4	12.92	11.985	11.41	15.645	9.025	8.52	26.665	7.79	15.44	4.47	258.345	7.525	8.79	20.465	6.07
MRPS35	1	16.935	89.695	18.93	15.98	14.31	13.82	13.86	13.21	11.39	10.25	11.58	10.46	64.965	83.905	163.41	83.41	30.2	21.74	52.76	31.54	15.34	41.94	34.645	17.71	22.4	1.62	4.91	24.12	19.87	15.27	31.11	17.56	18.63	42.315	21.16	19.78	9.37	40.94	17.035	20.05	46.305	21.585
MRPS36	4.93	11.115	30.685	6.69	6.52	6.89	6.31	6.88	6.91	8.71	5.96	7.49	6.45	19.575	17.325	28.32	19.28	27.98	7.03	49.97	37.2	14.06	19.85	19.46	3.88	16.96	7.4	10.485	4.09	4.18	3.675	4.73	4.64	5.48	12.79	4.285	5.975	2.86	207.71	2.525	3.56	6.955	7.445
MRPS9	1	6.11	34.065	13.18	7.75	6.94	7.04	8.1	11.42	13.47	5.55	7.33	7.19	32.385	38.73	46.32	45.68	9.265	11.11	132.06	19.25	10.39	11.64	10.94	9.51	6.18	1.77	5.79	6.775	6.135	8.405	12.21	6.65	10.07	15.635	9.335	6.695	3.33	50.7	5.235	6.555	14.94	10.095
MRVI1	20.96	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	21.94	1	1	1	1	1	1	1	1.255	2.375	3.905	1	1	1	1	1	3.595	2.29	1	3.805	1	11.8	1.975
MS4A1	1	1	1	1	1	1	1	3.94	6.6	1	572.685	425.84	438.96	1	1	1	1	1	1	1	1	1.42	1	1	1	4.55	1.01	34.015	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MS4A3	1.46	1.25	26.015	1	1	1	1	1	1	1	1	1	1	1.185	3.365	4.95	73.49	1	104	1.23	1	162.72	1	1	1	1	34.08	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MS4A4A	1	8.3	2.645	1	1	1	1	1	1	1	1	1	1	8.51	5.53	4.92	6.25	176.205	1	1	1	1	39.99	79.7	1	2.79	1	1	1	1	1	1	1	2.42	1	1	1	34.31	1	1	1	1	1
MS4A6A	39.11	272.095	2.145	1	1	1	1	1	1	1	1.135	1	1	1.31	2.04	15.82	28.05	133.095	1	1	1	1	1	3.09	1	6.46	7.35	1	1	1	1	1	1	5.65	1	1	1	60.3	1	1	1	1	1
MS4A7	1	120.975	2.205	1	1	1	1	1	1	1	8.38	4.26	2.55	2.79	1.835	1	19.69	209.94	1	1	1	6.57	124.81	121.115	1	12.01	1.37	1	1	1	1	1	1	1.9	1	1	1	32.5	1	1	1	1	1
MSC	1	1.86	1	1	2.2	1.09	2.04	3.87	6.64	1	1	1	2.21	1	1	1	1	7.49	1	1	2.48	1	48.14	26.375	1	92.59	1	1	1	7.43	16.745	1	13.665	1	1.05	1	10.325	2.81	1	48.485	2.965	13.365	2.395
MSH2	1	1.4	28.055	16.04	9.98	8.36	6.66	7.82	8.86	12.58	7.88	7.38	6.22	23.385	15.585	5.88	19.37	10.02	16.98	52.65	16.71	15.07	9.39	18.83	12.985	4.16	3.32	2.395	8.045	5.485	5.955	9.61	7.85	1.95	11.41	15.27	6.105	2.13	22.985	7.495	7.345	12.235	9.025
MSH5	1	2.965	5.475	2.73	1.58	1.84	1.35	1.59	3.29	2.49	6.105	4.99	5.04	3.9	5.985	1.95	8.54	3.355	4.27	3.75	4.24	23.3	1.09	1.895	3.495	1.02	16.46	4.005	3.92	1.91	1.745	2.825	6.01	1	3.85	3.1	1.345	2.02	1	5.64	7.45	21.72	7.235
MSI2	4.75	8.505	46.895	33.84	18.91	18.38	10.72	12.12	21.12	10.12	33.075	18.04	10.47	52.66	58.77	68.36	56.52	2.935	35.63	2.93	6.59	42.38	1.97	1	6.965	9.22	74.4	45.125	10.37	4.87	6.355	13.585	20.175	13.36	6.065	3.285	15.445	3.37	8.48	7.28	3.32	9.835	13.06
MSL1	252.12	29.485	11.555	62.21	44.96	40.61	34.47	30.1	38.6	41.88	39.04	28.54	19.88	9.24	14.825	13.42	12.89	28.88	61.11	6.97	7.74	52.9	21.5	33.685	23.285	34.14	74.4	18.29	19.77	21.835	14.17	18.405	14.085	21.2	23.695	22.89	14.525	15.62	8.865	19.36	19.55	33.92	17.61
MSMO1	1.03	3.57	26.35	6.12	6.56	6.05	5.05	4.98	7.27	9.08	6.045	3.91	4.21	44.77	15.655	16.58	12.43	77.865	5.19	124.43	281.94	28.32	69.07	113.55	48.34	75.68	1.11	3.89	42.765	65.065	66.32	128.93	79.475	1.34	321.28	34.065	33.43	5.97	44.1	99.74	117.58	39.87	63.1
MSMP	1	1	1.85	1	1	1	1	1	1	1	1	1	1	8.345	7.48	1	1	1	1	1	1	1	1	1	7.35	1	1	1	2.55	1	1	1	1	1	1	2.665	1	1	1.28	1	1	1	1
MSR1	1	10.665	1	1	1	1	1	1	1	1	1	1.13	1	1	1	1	1	347.755	1	1	1	1	243.89	906.425	1.98	5.79	1	1	1	1	1	1	1	1	1	1.02	1	28.82	1	1	1	1	1
MSRB3	1.48	1	46.365	1	1	1	1	1	1	1	1	1	1	72.585	49.005	17.44	55.93	1	1.95	1.29	3.28	66.85	1	1	18.57	1	11.57	1	22.205	15.545	15.345	4.315	2.22	10.45	5.585	15.45	13.79	10.85	5.095	16.555	5.485	29.535	9.71
MSS51	1.12	1	2.17	2.39	1	1	1	1	1.44	1	1.685	1.11	1.26	1	1	1	1.09	1.225	1.35	1	1	2.28	1	1	1	2.92	5	1.49	1.05	1	1	1	1	5.49	1	1	1	1	1	1	1	1	1
MST1R	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.23	1	1	1	1	1	2.995	1	1	11.165	1	1	1	1	1	1	1	1
MSTO1	1.35	3.455	29.605	27.16	7.42	10.84	7.24	8.63	16.52	8.67	12.29	13.32	9.76	6.455	19.51	12.37	21.75	7.005	15.5	7.97	7.48	16.37	7.17	3.86	7.89	5.21	12.68	41.43	7.755	6.42	9.89	7.435	8.465	1	7.72	7.5	7.155	4.11	5.525	22.905	11.835	10.385	8.925
MT1A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.14	1	1	1	1	1	1	1	1	1	1.345	2.24	2.53	4.405	1.49	127.76	1	1	4.36	1	4.105
MT1E	1	1.39	1	1	2.55	1	1	11.85	12.73	1	1	1	1	1	1	1	1	14.59	1	1	1	1	107.4	114.305	38.2	7.67	1	1	18.02	44.52	49.645	118.405	26.075	26.65	55.09	97.33	161.82	110.58	19.4	39.57	89.965	59.85	280.2
MT1F	1	2.06	1.225	2.2	4.77	3.34	2.45	5.29	4.56	2.6	1	1.53	1	1	2.015	1	1	3.985	2.15	1	1	4	25.72	35.22	1	5.36	1.42	3.845	1	1	1	3.305	1.725	1	14.785	1	1	8.32	4.545	1	1	1	9.79
MT1G	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4.72	4.285	1	1	1	1	181.75	37.49	1	22.56	2.18	1	1	1	1	1.1	1.09	1	7.655	1	1	9.53	3.425	1	1	1	26.695
MT1H	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.575	1	1	1	1	94.24	31.54	1	16.98	1	1	1	1	1	1	1	1	3.66	1	1	1	1	1	1	1	2.92
MT1M	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	15.02	1.445	1	1	1	1	1.59	1.78	1	1	1.125	1.42	1	2.045	1.725	17.56	1.915	1	4.345	1	3.76
MT1X	1	11.51	16.8	12.62	18.88	13.19	11.26	14.73	16.3	8.69	1	2.99	1.63	1.585	8.635	2.64	8.23	14.19	10.97	8.1	10.8	4.28	130.57	41.355	4.915	11.04	10.98	7.91	34.275	28.74	6.62	39.58	46.045	828.63	398.64	10.01	58.965	651.8	433.315	10.515	81.665	20.9	40.76
MT2A	2.81	26.935	21.08	7.68	6.71	5.86	3.83	17.89	20.83	23.23	1	2.65	1.54	7.38	10.805	41.57	30.06	25.58	34.4	14.64	7.17	9.93	249.85	137.51	52.775	18.9	22.41	3.825	10.63	32.57	29.37	82.665	40.305	65.96	1061.315	175.79	233.285	124.11	28.125	41.145	121.695	43.2	692.36
MT3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	177.825	1	1	1	1
MTA1	1.33	14.83	1.1	23.09	11.48	14.18	9.59	9.81	17.88	15.82	17.375	13.55	8.4	1	1	1	1	10.3	23.34	1	1	22.49	5.75	3.985	23.595	10.51	40.96	20.645	13.995	17.815	12.72	18.48	12.35	6.43	26.47	20.185	10.18	12.81	1.075	21.51	21.71	21.565	37.785
MTCH2	1.18	16.535	178.415	8.3	8.3	6.41	6	9.02	10.45	10.91	8.41	6.52	5.13	67.93	69.04	85.62	81.3	83.105	14.18	211.49	93.14	31.84	61.97	84.54	37.995	27.94	6.2	9.26	28.855	31.435	28.755	42.745	27.24	20.97	50.39	52.44	25.565	12.85	88.345	28.985	24.025	64.02	37.24
MTCP1	1	5.71	6.21	11.62	8.64	9.19	10.49	11.03	9.1	8.27	7.06	8.84	8.15	8.765	1.235	1	2.42	16.74	10.89	5.1	4.68	8.56	13.53	36.56	4.835	11.19	6.64	6.28	2.07	1.69	3.79	1	2.705	1	2.225	4.135	2.295	1	13.025	1	3.21	1	1.765
MTF2	6.93	16.24	67.54	34.39	12.71	13.1	10.17	10.67	16.29	15.13	19.495	11.67	11.66	99.11	63.26	73.08	96.63	21.585	31.04	47.83	55.96	34.02	12.24	18.64	14.74	15.27	16.98	6.265	7.785	4.46	5.64	8.825	7.085	2.52	6.5	9.375	5.615	4.1	20.8	8.515	4.31	6.32	6.24
MTFP1	1	3.035	26.125	18.08	25.73	36.36	38.49	29.75	31.8	14.01	2.815	11.21	8.52	1	4.74	1	9.61	12.215	30.54	22.31	12.21	1.8	29.8	18.12	12.165	9.22	1.11	18.045	1.725	3.05	2.255	17.52	7.555	6.87	24.69	27.375	5.165	2.78	2.64	10.37	2.83	10.31	24.905
MTG1	1	5.17	63.4	10.77	7.34	7.5	5.81	6.72	9.04	9.16	11.335	13.13	9.24	20.655	21.705	14.35	53.47	8.26	10.24	12.58	9.03	13.4	9.52	7.595	16.355	7.51	31.62	31.835	9.98	9.705	8.68	12.58	9.965	4.13	10.04	14.985	9.81	5.18	7.4	11.28	9.03	15.395	23.585
MTHFD1	1	6.98	112.31	10.65	12.25	8.57	8.44	11.23	9.8	7.91	14.755	19.87	17.37	41.85	49.065	44.28	115.09	27.305	17.57	182.07	45.64	18.85	66.32	37.355	20.145	11.93	1.44	9.365	12.385	11.88	15.85	20.15	23.74	9.95	43.74	32.32	7.855	25.79	21.425	14.445	19.02	24.11	35.725
MTHFD2	3.27	33.65	99.235	9.22	12.06	8.9	8.93	4.75	5.69	10.35	2.66	3.56	2.86	46.615	43.045	37.18	96.24	142.825	7.57	112.76	423.99	37.4	126.19	49.755	23.14	279.19	8.6	25.275	43.075	69.81	57.355	58.98	15.375	7.75	102.465	32.515	44.17	12.04	16.82	59.89	25.64	56.325	47.735
MTHFD2L	1	12.485	60.815	8.68	3.25	4.02	2.38	3.24	3.78	5.98	8.385	5.03	4.12	75.125	31.26	69.61	46.08	7.035	15.7	9.72	49.87	11.45	3.45	4.39	8.175	4.7	2.4	2.265	5.425	3.57	4.515	8.785	4.34	2.56	12.285	7.225	7.305	3.41	8.55	6.33	6.025	3.715	3.31
MTMR11	1	31.9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4.58	1.675	1	1	1	1	1	1.39	1.54	3.87	1	1	5.795	3.73	2.4	4.035	1.185	1	7.345	1	1.235	1.29	1.385	1.925	2.225	9.955	7.69
MTPAP	1	14.205	96.96	12.34	6.22	6.5	4.4	4.29	8.42	6.41	8.47	6.35	4.98	106.735	55.205	91.11	80.5	10.505	14.77	76.53	39.71	9.67	10.39	9.72	5.855	6.21	4.73	2.43	7.155	4.405	3.845	5.515	5.095	3.98	7.02	4.685	4.84	4.48	13.91	4.245	4.83	5.605	4.13
MTSS1	1	29.955	7.095	4.29	4.14	9.02	9.01	3.5	7.37	31.9	74.7	29.83	32.16	8.95	8.055	1.65	1.37	8.54	3.31	16.22	36.8	1	3.78	1	19.515	45.26	2.31	1	3.115	3.345	6.125	15.33	1.24	9.29	27.345	10.445	7.13	16.95	281.15	5.42	10.635	1.355	6.485
MTSS1L	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6.74	1	1	2.18	1	1	7.835	1	1	1	25.13	12.73	6.245	9.885	13.96	10.14	15.19	11.525	20.86	5.63	2.39	19.935	9.35	15.185	29.195
MTUS1	1	1	1	3.71	1	1	1	1	1	1	1.22	1	1	1.14	1	1	1	1.715	3.54	1	1	1	7.01	52.12	44.29	1.57	1	1.375	7.34	1.36	1	3.545	7.125	15.45	3.225	24.64	1	11.91	39.675	1.42	1.6	2.215	1.765
MUC20	1	1	2.55	2.66	1.11	1.04	1	1	1	1	1.345	1	1	1	1.565	1	1	1.11	1	1	1	1	1	1.905	1	1.34	2.46	7.2	1	1	1	1	1	1	1	1	1	1.06	1.26	1	1	1	1
MUCL1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.56	1	22.25	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
